radiation_level,pressure,alien_prob,flare_prob,growth_potential,h2o,target
74.014,0.9457147140000001,7.0,7.0,3.859,1,potentially_habitable
56.18,0.799,2.0,5.64,3.6,0,non_habitable
84.77,0.373,8.6,14.3,3.1,0,non_habitable
79.038,0.543695632,5.4,10.2,3.13,0,non_habitable
62.63,0.539,2.8,11.5,3.1,0,non_habitable
94.62299999999999,0.566437492,-10.3,65.85,1.234,0,non_habitable
36.21,0.396,-7.0,17.3,4.7,1,very_habitable
80.089,0.513883186,6.1,11.45,3.1460000000000004,0,non_habitable
59.71,0.396,0.8,13.875,2.9,0,non_habitable
27.676,0.486,14.91,13.659,,1,very_habitable
80.594,0.592953572,2.5,17.95,3.367,0,non_habitable
16.449,0.76,12.193,12.8625,,1,very_habitable
44.156000000000006,0.937,0.353,6.581,4.652,1,potentially_habitable
50.25,0.682,1.9,8.85,3.1,0,non_habitable
63.2,1.101,1.4,2.4,4.3,1,very_habitable
44.23,0.669,5.7,7.985,5.0,1,potentially_habitable
67.56,0.7170000000000001,8.6,10.8,3.4,0,non_habitable
167.9,0.883,-0.8,6.22,4.5,1,very_habitable
66.813,0.5660000000000001,6.039,13.297,3.742,1,very_habitable
64.3,0.47600000000000003,6.7,12.145,,1,very_habitable
89.45,0.336,13.2,19.8,3.3,0,non_habitable
16.39,0.8009999999999999,-2.0,11.4,5.8,1,very_habitable
63.32,0.292,4.0,16.375,2.7,0,non_habitable
56.833999999999996,0.575,19.257,16.6575,,0,non_habitable
35.864000000000004,1.151,7.483,6.3135,,1,potentially_habitable
92.92,0.595,7.6,14.1,3.3,1,potentially_habitable
65.125,0.523,5.516,14.943,2.8089999999999997,0,non_habitable
63.75,0.114,7.445,23.609,2.9139999999999997,0,non_habitable
49.73,0.847,3.2,10.1,3.6,1,potentially_habitable
66.813,0.5670000000000001,6.296,23.489,3.065,0,potentially_habitable
81.44,0.5379999999999999,10.9,14.015,4.0,0,non_habitable
53.95,0.9,1.9,8.125,4.6,1,potentially_habitable
115.33,0.484,10.4,20.065,3.3,0,non_habitable
69.423,0.698883137,0.5,17.65,3.533,0,non_habitable
65.85,0.53,4.4,10.9,3.3,0,non_habitable
78.8,0.519,5.4,13.745,3.7,0,non_habitable
91.581,0.496098992,-18.6,38.7,2.311,0,non_habitable
68.85,0.516,12.1,13.35,3.7,0,non_habitable
110.375,0.42700000000000005,6.891,16.546,3.2889999999999997,0,non_habitable
29.344,0.897,0.1,7.25,4.23,1,very_habitable
19.16,1.162,2.5860000000000003,7.607,,1,very_habitable
78.74,0.531,-8.6,44.37,2.1,0,non_habitable
95.72,0.39899999999999997,-5.6,27.1,2.9,0,non_habitable
84.625,0.5329999999999999,5.446000000000001,13.499,3.15,0,non_habitable
100.56299999999999,0.515,6.8420000000000005,17.865,3.365,0,non_habitable
62.2,0.456,6.0,11.805,3.4,0,non_habitable
47.875,0.925,1.999,6.058,4.281000000000001,1,potentially_habitable
78.39,0.825,11.7,11.98,,1,potentially_habitable
31.12,0.7040000000000001,1.7,11.325,5.3,1,very_habitable
33.46,0.501,4.3,10.16,,1,potentially_habitable
75.89,0.7140000000000001,9.6,12.83,,0,non_habitable
79.81,0.708,8.2,13.335,,0,non_habitable
28.84,0.5670000000000001,-1.3,3.865,4.7,1,potentially_habitable
115.43,0.893,10.0,11.24,4.6,1,potentially_habitable
71.23,0.53,2.0,12.8,3.8,0,non_habitable
39.5,0.22699999999999998,0.945,16.535999999999998,5.047,1,very_habitable
32.0,0.8170000000000001,0.486,11.280999999999999,4.742,1,very_habitable
58.121,0.314709693,9.6,11.8,3.167,0,non_habitable
92.63,0.945,5.3,8.55,3.8,1,potentially_habitable
63.123999999999995,0.870637963,6.5,8.15,3.8,0,non_habitable
40.73,0.8759999999999999,2.9,8.505,3.7,1,potentially_habitable
80.42,0.13893394,3.8,18.3,2.694,0,non_habitable
76.12,0.456,3.5,19.35,3.1,0,non_habitable
54.21,0.344,-5.8,16.1,4.5,1,very_habitable
58.16,0.491,12.7,14.35,3.8,1,potentially_habitable
53.313,0.972,1.64,7.295,3.6289999999999996,1,potentially_habitable
72.563,0.192,3.5860000000000003,20.095,3.363,1,very_habitable
28.31,0.9570000000000001,5.4,8.42,,1,very_habitable
54.96,0.493,1.2,12.93,2.9,0,non_habitable
37.4,0.9129999999999999,3.9,8.16,3.3,1,potentially_habitable
43.281000000000006,0.907,2.948,3.3510000000000004,4.379,1,potentially_habitable
91.56299999999999,0.56,6.733,13.189,2.9789999999999996,0,non_habitable
74.66,0.42700000000000005,10.5,13.25,3.4,0,non_habitable
75.51,0.6258267129999999,9.0,8.7,3.6519999999999997,0,non_habitable
84.46,0.879,10.1,8.63,,1,potentially_habitable
84.875,0.467,5.888,17.256,3.512,0,non_habitable
30.78,0.28300000000000003,1.3,17.555,,1,very_habitable
75.125,0.9690000000000001,0.257,6.14,4.477,1,potentially_habitable
72.125,0.38299999999999995,1.926,13.405999999999999,3.0780000000000003,0,non_habitable
55.56,0.39,1.2,11.6,2.9,0,non_habitable
22.188000000000002,0.098,1.6740000000000002,17.955,5.156000000000001,1,very_habitable
43.968999999999994,1.145,0.772,3.573,4.68,1,potentially_habitable
76.44,0.436,13.1,14.45,3.4,0,non_habitable
76.99,0.53,-2.5,25.55,2.6,0,non_habitable
104.0,0.501,9.149,16.974,3.2310000000000003,0,non_habitable
34.54,1.115,5.0,4.365,5.7,1,very_habitable
60.75,1.091,1.124,3.1239999999999997,5.223,1,potentially_habitable
61.398999999999994,0.825,11.41,8.992,,0,non_habitable
41.34,0.7020000000000001,2.8,11.395,,1,potentially_habitable
48.35,0.639,2.5,9.95,4.1,1,very_habitable
34.656,0.925,1.7280000000000002,8.868,4.843999999999999,1,potentially_habitable
46.48,0.9670000000000001,4.8,6.69,4.6,1,potentially_habitable
17.99,0.5479999999999999,3.1,11.83,4.7,1,very_habitable
71.57,0.5710000000000001,6.3,12.45,3.1,0,non_habitable
23.371,0.45,-1.0,11.3,5.315,1,very_habitable
34.92,0.643,1.9,4.385,4.0,1,potentially_habitable
58.64,0.58,5.3,8.6,4.2,0,non_habitable
77.14,0.613,9.8,15.7,3.7,0,non_habitable
70.829,1.249,3.6860000000000004,5.846,,1,potentially_habitable
87.35,0.711,4.7,20.85,3.1,1,potentially_habitable
23.219,0.602,-0.073,7.641,4.582,1,very_habitable
46.0,0.823,5.1,4.62,5.5,1,very_habitable
67.76,0.53,6.7,11.95,3.2,0,non_habitable
23.699,1.097,5.834,11.597000000000001,,1,very_habitable
43.14,0.34,0.6,16.815,,1,very_habitable
93.12899999999999,0.562887381,8.0,12.8,3.105,0,non_habitable
62.0,0.293,5.391,18.584,2.787,0,non_habitable
73.616,0.8887409609999999,2.9,7.05,3.812,1,potentially_habitable
66.30199999999999,0.552,8.472999999999999,11.7055,,0,non_habitable
51.83,0.9359999999999999,2.1,7.07,4.5,1,potentially_habitable
60.123000000000005,1.124,9.299,10.5775,,1,very_habitable
29.775,1.1069723999999999,0.1,4.75,4.66,1,very_habitable
83.56299999999999,0.535,6.867000000000001,17.206,3.342,0,non_habitable
76.58,0.5870000000000001,6.5,11.35,3.2,0,non_habitable
74.956,0.806451323,8.2,11.0,3.6889999999999996,0,non_habitable
98.41,0.615,12.8,14.105,3.2,0,non_habitable
168.375,0.376,1.364,13.527999999999999,4.836,1,potentially_habitable
31.566999999999997,0.9390000000000001,7.263,11.8155,,1,potentially_habitable
82.802,0.5699588179999999,13.0,14.9,3.069,0,non_habitable
33.06,0.248,8.6,8.275,,1,potentially_habitable
23.061,1.3530000000000002,2.136,6.501,,1,potentially_habitable
96.06299999999999,0.504,4.265,11.75,2.76,1,potentially_habitable
98.625,0.623,3.7089999999999996,13.82,3.443,0,non_habitable
28.116,1.2819999999999998,7.207999999999999,3.315,,1,potentially_habitable
66.0,0.9279999999999999,6.3,8.54,,1,very_habitable
32.48,0.769,-1.6,6.8,4.4,1,potentially_habitable
74.74,0.489,8.9,12.575,3.3,0,non_habitable
51.218999999999994,0.7929999999999999,4.914,8.172,3.195,1,potentially_habitable
32.9,0.547,2.3,12.215,3.7,1,very_habitable
18.63,1.063,5.1,3.55,4.6,1,potentially_habitable
15.83,0.792,-1.5,11.15,5.8,1,very_habitable
79.285,0.31323429199999997,5.1,14.75,2.8489999999999998,0,non_habitable
59.88,0.371,1.2,14.2,2.9,0,non_habitable
33.5,0.898,0.09,8.26,4.668,1,very_habitable
62.762,0.601,9.958,14.154000000000002,,0,non_habitable
79.88,0.6609999999999999,8.6,10.425,3.3,0,non_habitable
26.51,0.29,7.1,10.91,,1,very_habitable
76.813,0.5820000000000001,6.162000000000001,14.443,3.682,0,non_habitable
31.28,0.594,6.9,10.86,,1,very_habitable
90.404,0.37857957600000003,-3.7,21.05,2.5810000000000004,0,non_habitable
94.18,0.46399999999999997,11.8,22.9,3.5,0,non_habitable
18.36,1.013,-11.1,10.25,4.9,1,very_habitable
84.741,0.5492485570000001,10.1,17.05,3.5989999999999998,0,non_habitable
65.313,0.52,7.18,27.683000000000003,2.648,0,non_habitable
57.0,0.672,5.3389999999999995,12.825,2.932,1,potentially_habitable
39.969,0.9259999999999999,0.987,9.267000000000001,4.445,1,very_habitable
84.43,0.708,13.2,12.0,3.4,0,non_habitable
101.93799999999999,0.42200000000000004,6.1770000000000005,15.259,3.545,0,non_habitable
37.3,0.773,0.1,6.75,4.4,1,very_habitable
126.67,0.879,10.686,10.269,,1,potentially_habitable
72.063,0.988,2.224,10.276,4.246,1,very_habitable
25.62,0.826,0.7,6.25,3.7,1,potentially_habitable
54.12,0.809,7.8,8.38,4.2,0,non_habitable
73.82,0.521,5.8,16.3,3.1,0,non_habitable
72.11,0.633,-3.6,22.505,2.7,0,non_habitable
77.06,0.455,-2.4,22.9,3.0,0,non_habitable
70.19,0.389,4.4,16.27,3.2,0,non_habitable
55.48,0.764,8.5,13.05,3.6,1,potentially_habitable
67.55,0.966,4.2,5.13,5.1,0,non_habitable
35.063,0.878,0.49200000000000005,13.229000000000001,4.867,1,very_habitable
43.343999999999994,0.12300000000000001,2.001,18.165,5.426,1,very_habitable
68.063,0.5760000000000001,3.0460000000000003,9.502,3.5269999999999997,0,non_habitable
43.313,0.898,0.9159999999999999,12.512,4.687,1,very_habitable
67.26,0.6890000000000001,-3.6,21.4,3.3,0,non_habitable
39.46,0.76,-0.9,10.25,4.6,1,potentially_habitable
43.23,0.6990000000000001,14.9,12.375,4.0,1,very_habitable
58.89,0.28800000000000003,0.3,17.33,2.7,0,non_habitable
64.56,0.53,2.5,12.15,3.3,0,non_habitable
33.44,0.9990000000000001,-0.3,4.95,4.1,1,potentially_habitable
68.815,0.43700000000000006,4.402,18.143,,1,very_habitable
65.2,0.774,11.3,11.15,,1,potentially_habitable
35.32,0.6970000000000001,1.6,9.495,,1,very_habitable
49.718999999999994,0.9640000000000001,2.925,8.013,3.19,1,potentially_habitable
57.36,0.985,7.6,8.07,4.7,1,potentially_habitable
33.215,1.347,3.742,4.663,,1,potentially_habitable
178.625,0.758,7.296,5.3020000000000005,3.4939999999999998,1,very_habitable
112.94,0.43799999999999994,7.4,21.47,,0,non_habitable
60.44,0.371,3.0,13.57,2.9,0,non_habitable
61.78,0.446,3.2,11.2,3.5,0,non_habitable
49.406000000000006,0.462,4.29,18.512,6.941,1,very_habitable
58.36,0.741,4.3,4.625,,1,very_habitable
97.75,0.54,5.7589999999999995,23.636,2.75,0,non_habitable
14.492,1.195,-1.133,3.037,5.02,1,very_habitable
67.07,0.626,3.0,12.0,3.2,1,potentially_habitable
88.71,0.612,6.7,10.605,,0,non_habitable
101.678,0.617943435,-2.9,20.35,3.13,0,non_habitable
85.24,0.667,6.9,19.51,,0,non_habitable
65.186,0.927626962,-0.5,6.55,3.745,1,very_habitable
56.582,0.46399999999999997,19.038,15.227,,0,non_habitable
76.45,0.39,10.6,16.5,3.2,0,non_habitable
47.244,0.99237676,-2.7,7.55,3.528,1,very_habitable
66.265,0.564429327,2.1,13.05,3.214,0,non_habitable
19.651,1.178,4.7860000000000005,3.315,,1,potentially_habitable
70.52600000000001,0.612,18.492,15.83,,0,non_habitable
70.887,0.7578513440000001,7.2,15.9,3.59,0,non_habitable
55.32,0.888,3.0,8.3,3.9,1,potentially_habitable
35.489000000000004,0.846,7.5920000000000005,7.468999999999999,,1,very_habitable
82.28399999999999,0.557,14.572000000000001,18.395,,0,non_habitable
68.79,0.619,11.5,17.22,2.8,0,non_habitable
38.0,0.158,3.576,15.857000000000001,6.902,1,very_habitable
42.406000000000006,0.585,1.393,16.527,4.926,1,very_habitable
36.56,0.784,1.4,10.29,5.8,1,very_habitable
32.938,0.7340000000000001,3.005,10.374,3.0780000000000003,1,potentially_habitable
65.56,0.441,9.3,18.225,,0,non_habitable
86.5,0.623,9.4,14.9,3.7,1,potentially_habitable
51.46,0.8009999999999999,4.1,11.25,3.6,1,potentially_habitable
78.26,0.6609999999999999,14.2,12.565,4.1,0,non_habitable
62.74,0.091666958,5.0,16.7,2.8810000000000002,0,non_habitable
76.813,0.462,5.523,17.230999999999998,3.201,0,non_habitable
85.37,0.486,-1.7,35.66,2.3,0,non_habitable
166.625,0.927,2.713,8.029,4.027,1,potentially_habitable
87.94,0.418,13.6,16.735,3.6,0,non_habitable
37.594,0.9309999999999999,2.8369999999999997,7.124,4.586,1,potentially_habitable
25.513,1.02,-0.66,9.285,,1,very_habitable
19.037,1.4509999999999998,2.056,7.122000000000001,,1,very_habitable
67.625,0.656002321,7.3,11.95,3.0789999999999997,0,non_habitable
55.07,0.985,10.9,7.225,3.6,1,potentially_habitable
56.916000000000004,0.677,6.987,9.7525,,0,non_habitable
19.31,0.502,5.1,12.05,4.4,1,very_habitable
98.5,0.526,1.98,10.032,3.2769999999999997,0,non_habitable
61.927,0.9137079140000001,3.0,5.4,4.098,1,potentially_habitable
99.68799999999999,0.551,4.46,12.63,3.1719999999999997,0,non_habitable
30.61,1.016,2.0,4.6,4.6,1,potentially_habitable
63.21,0.767,0.3,9.5,3.5,0,non_habitable
30.74,0.778,3.6,5.83,5.8,1,very_habitable
74.75,0.341,6.672000000000001,16.326,2.891,0,non_habitable
38.89,0.784,5.1,8.17,,0,non_habitable
23.36,0.243,3.9,16.51,,1,very_habitable
54.781000000000006,0.5760000000000001,3.5580000000000003,11.383,3.412,1,potentially_habitable
77.997,0.323045735,3.9,14.35,3.0860000000000003,0,non_habitable
36.06,0.762,5.7,4.595,5.0,1,very_habitable
44.37,0.39799999999999996,6.1,14.47,3.4,1,potentially_habitable
33.13,0.627,5.4,10.165,,1,very_habitable
96.61,0.6970000000000001,5.5,14.04,,1,potentially_habitable
109.31299999999999,0.664,0.755,10.866,4.891,1,very_habitable
63.5,0.705,4.916,12.174000000000001,3.162,0,non_habitable
71.921,0.7109631190000001,-6.1,23.35,2.8989999999999996,1,non_habitable
27.921999999999997,0.922,5.557,11.0175,,1,very_habitable
53.66,0.706,1.5,7.85,3.4,0,non_habitable
80.13,0.614,6.8,23.7,2.6,0,non_habitable
106.625,0.172,2.035,16.374000000000002,5.129,1,very_habitable
85.32,0.8290000000000001,9.8,11.4,4.6,1,potentially_habitable
19.552,0.581,3.1,6.95,6.16,1,very_habitable
62.968999999999994,0.42100000000000004,1.5130000000000001,17.7715,,0,non_habitable
37.83,0.846,2.3,7.68,3.4,1,potentially_habitable
80.34,0.614,6.3,23.55,2.7,0,non_habitable
19.462,0.598,3.4,6.8,6.321000000000001,1,very_habitable
25.14,0.294,7.1,12.48,,1,very_habitable
74.563,0.466,2.02,14.874,5.699,1,very_habitable
63.92,0.544,2.4,9.7,3.2,0,non_habitable
79.47,0.575,-9.8,35.285,2.1,0,non_habitable
23.16,0.904,1.2,6.5,5.0,1,very_habitable
90.7,0.625,15.2,14.45,,1,potentially_habitable
72.32,0.609,-2.1,21.265,2.9,0,non_habitable
